Area Name;Year;Variable;Value
Jefferson;2015;Median Value of Owner Occupied Units;171400
Castalia;2015;Median Value of Owner Occupied Units;43300
Magnolia;2015;Median Value of Owner Occupied Units;77000
Washington;2015;Median Value of Owner Occupied Units;152000
Lewiston Woodville;2015;Median Value of Owner Occupied Units;82200
Bald Head Island;2015;Median Value of Owner Occupied Units;687500
Ashe County;2015;Median Value of Owner Occupied Units;151500
Cedar Point;2015;Median Value of Owner Occupied Units;336900
Woodfin;2015;Median Value of Owner Occupied Units;161000
Mooresville;2015;Median Value of Owner Occupied Units;190200
Lake Santeetlah;2015;Median Value of Owner Occupied Units;555600
Oxford;2015;Median Value of Owner Occupied Units;133100
Stovall;2015;Median Value of Owner Occupied Units;90700
Hookerton;2015;Median Value of Owner Occupied Units;96800
Enfield;2015;Median Value of Owner Occupied Units;74900
Littleton;2015;Median Value of Owner Occupied Units;77500
Vanceboro;2015;Median Value of Owner Occupied Units;83000
Troy;2015;Median Value of Owner Occupied Units;83700
Centerville;2015;Median Value of Owner Occupied Units;120800
Cramerton;2015;Median Value of Owner Occupied Units;172600
Bessemer City;2015;Median Value of Owner Occupied Units;94600
Goldsboro;2015;Median Value of Owner Occupied Units;115000
Orange County;2015;Median Value of Owner Occupied Units;272600
Waxhaw;2015;Median Value of Owner Occupied Units;259500
Stokes County;2015;Median Value of Owner Occupied Units;117400
Walnut Creek;2015;Median Value of Owner Occupied Units;345300
North Wilkesboro;2015;Median Value of Owner Occupied Units;123200
Wilson;2015;Median Value of Owner Occupied Units;133600
Red Springs;2015;Median Value of Owner Occupied Units;87800
Warsaw;2015;Median Value of Owner Occupied Units;71900
Cherokee County;2015;Median Value of Owner Occupied Units;142600
Landis;2015;Median Value of Owner Occupied Units;140400
Northwest;2015;Median Value of Owner Occupied Units;88400
Bladen County;2015;Median Value of Owner Occupied Units;85000
Caldwell County;2015;Median Value of Owner Occupied Units;108100
Gatesville;2015;Median Value of Owner Occupied Units;162500
Mebane;2015;Median Value of Owner Occupied Units;165800
Windsor;2015;Median Value of Owner Occupied Units;93800
Davidson;2015;Median Value of Owner Occupied Units;381200
Duck;2015;Median Value of Owner Occupied Units;581300
Fontana Dam;2015;Median Value of Owner Occupied Units;
Staley;2015;Median Value of Owner Occupied Units;92500
Archer Lodge;2015;Median Value of Owner Occupied Units;148300
Carolina Beach;2015;Median Value of Owner Occupied Units;282800
Wilmington;2015;Median Value of Owner Occupied Units;221800
Conway;2015;Median Value of Owner Occupied Units;103100
Ronda;2015;Median Value of Owner Occupied Units;69200
Lucama;2015;Median Value of Owner Occupied Units;78400
Mount Olive;2015;Median Value of Owner Occupied Units;80800
Wilkesboro;2015;Median Value of Owner Occupied Units;181400
Raeford;2015;Median Value of Owner Occupied Units;111000
Love Valley;2015;Median Value of Owner Occupied Units;80000
Johnston County;2015;Population Estimate (BEA per Capita Denominator);185660
Cabarrus County;2015;Persons Living Outside This County Five Years Ago;12032
Durham County;2015;Persons Living Outside This County Five Years Ago;29408
Yancey County;2015;Persons Living Outside This County Five Years Ago;802
Morganton;2015;Persons Living Outside This County Five Years Ago;1229
Kings Mountain;2015;Persons Living Outside This County Five Years Ago;815
Cramerton;2015;Persons Living Outside This County Five Years Ago;251
Delview;2015;Persons Living Outside This County Five Years Ago;0
Webster;2015;Persons Living Outside This County Five Years Ago;30
Trenton;2015;Persons Living Outside This County Five Years Ago;189
Nashville;2015;Persons Living Outside This County Five Years Ago;129
Mesic;2015;Persons Living Outside This County Five Years Ago;4
Harrells;2015;Persons Living Outside This County Five Years Ago;13
Black Creek;2015;Persons Living Outside This County Five Years Ago;3
Wesley Chapel;2015;Persons Living Outside This County Five Years Ago;277
Bertie County;2015;Persons Living Outside This County Five Years Ago;1093
Person County;2015;Population Estimate (BEA per Capita Denominator);39259
Carolina Beach;2015;Persons Living Outside This County Five Years Ago;885
Winfall;2015;Persons Living Outside This County Five Years Ago;107
Ayden;2015;Persons Living Outside This County Five Years Ago;197
Rockingham;2015;Persons Living Outside This County Five Years Ago;371
Fairmont;2015;Persons Living Outside This County Five Years Ago;97
Weddington;2015;Persons Living Outside This County Five Years Ago;326
Lake Lure;2015;Persons Living Outside This County Five Years Ago;249
Belmont;2015;Persons Living Outside This County Five Years Ago;420
Bunn;2015;Persons Living Outside This County Five Years Ago;0
Emerald Isle;2015;Persons Living Outside This County Five Years Ago;527
Cerro Gordo;2015;Persons Living Outside This County Five Years Ago;0
Siler City;2015;Persons Living Outside This County Five Years Ago;367
Newton;2015;Persons Living Outside This County Five Years Ago;403
Lake Park;2015;Persons Living Outside This County Five Years Ago;113
Wingate;2015;Persons Living Outside This County Five Years Ago;749
Ossipee;2015;Persons Living Outside This County Five Years Ago;15
Ashe County;2015;Population Estimate (BEA per Capita Denominator);27020
Drexel;2015;Persons Living Outside This County Five Years Ago;34
Cajahs Mountain;2015;Persons Living Outside This County Five Years Ago;62
Granite Falls;2015;Persons Living Outside This County Five Years Ago;579
Cedar Point;2015;Persons Living Outside This County Five Years Ago;152
Trent Woods;2015;Persons Living Outside This County Five Years Ago;72
Stedman;2015;Persons Living Outside This County Five Years Ago;85
Princeville;2015;Persons Living Outside This County Five Years Ago;19
Dundarrach;2015;Persons Living Outside This County Five Years Ago;26
Mooresville;2015;Persons Living Outside This County Five Years Ago;3163
Bostic;2015;Persons Living Outside This County Five Years Ago;4
Chimney Rock;2015;Persons Living Outside This County Five Years Ago;2
Boiling Spring Lakes;2015;Median Value of Owner Occupied Units;161000
Calabash;2015;Median Value of Owner Occupied Units;118800
Grandfather;2015;Median Value of Owner Occupied Units;875000
Milton;2015;Persons Living Outside This County Five Years Ago;6
Lake Waccamaw;2015;Persons Living Outside This County Five Years Ago;95
Greensboro;2015;Persons Living Outside This County Five Years Ago;18125
Wilsons Mills;2015;Persons Living Outside This County Five Years Ago;76
Macon County;2015;Median Value of Owner Occupied Units;165600
Bladen County;2015;Population Estimate (BEA per Capita Denominator);34318
Onslow County;2015;Population Estimate (BEA per Capita Denominator);186311
Halifax County;2015;Persons Living Outside This County Five Years Ago;2205
Rutherford County;2015;Persons Living Outside This County Five Years Ago;2334
Transylvania County;2015;Persons Living Outside This County Five Years Ago;1995
Haywood County;2015;Persons Living Outside This County Five Years Ago;3894
Alleghany County;2015;Population Estimate (BEA per Capita Denominator);10837
Stanly County;2015;Population Estimate (BEA per Capita Denominator);60714
Claremont;2015;Persons Living Outside This County Five Years Ago;63
Lattimore;2015;Persons Living Outside This County Five Years Ago;21
Rich Square;2015;Persons Living Outside This County Five Years Ago;95
Maysville;2015;Persons Living Outside This County Five Years Ago;65
Waco;2015;Persons Living Outside This County Five Years Ago;19
Mayodan;2015;Persons Living Outside This County Five Years Ago;210
Maxton;2015;Persons Living Outside This County Five Years Ago;187
Laurel Park;2015;Persons Living Outside This County Five Years Ago;209
Love Valley;2015;Persons Living Outside This County Five Years Ago;13
Cofield;2015;Persons Living Outside This County Five Years Ago;11
Walnut Cove;2015;Persons Living Outside This County Five Years Ago;81
Goldsboro;2015;Persons Living Outside This County Five Years Ago;17
Lucama;2015;Persons Living Outside This County Five Years Ago;69
Saratoga;2015;Persons Living Outside This County Five Years Ago;6
Edenton;2015;Median Value of Owner Occupied Units;116800
Grifton;2015;Median Value of Owner Occupied Units;99000
Grimesland;2015;Median Value of Owner Occupied Units;63800
Norman;2015;Median Value of Owner Occupied Units;
Cove City;2015;Median Value of Owner Occupied Units;70600
Bermuda Run;2015;Median Value of Owner Occupied Units;251600
Kure Beach;2015;Median Value of Owner Occupied Units;369700
Seven Devils;2015;Median Value of Owner Occupied Units;287500
Washington County;2015;Persons Living Outside This County Five Years Ago;239
Concord;2015;Persons Living Outside This County Five Years Ago;6393
Boardman;2015;Persons Living Outside This County Five Years Ago;22
Faison;2015;Persons Living Outside This County Five Years Ago;59
Smithfield;2015;Persons Living Outside This County Five Years Ago;775
Greenville;2015;Persons Living Outside This County Five Years Ago;13844
Hemby Bridge;2015;Persons Living Outside This County Five Years Ago;73
Belwood;2015;Persons Living Outside This County Five Years Ago;71
Angier;2015;Persons Living Outside This County Five Years Ago;448
Castalia;2015;Persons Living Outside This County Five Years Ago;7
Gibson;2015;Persons Living Outside This County Five Years Ago;29
Columbia;2015;Persons Living Outside This County Five Years Ago;74
Seven Devils;2015;Persons Living Outside This County Five Years Ago;30
Stantonsburg;2015;Persons Living Outside This County Five Years Ago;24
Anson County;2015;Persons Living Outside This County Five Years Ago;1342
Brunswick County;2015;Persons Living Outside This County Five Years Ago;9361
Duplin County;2015;Persons Living Outside This County Five Years Ago;3637
Sugar Mountain;2015;Persons Living Outside This County Five Years Ago;32
Clarkton;2015;Persons Living Outside This County Five Years Ago;21
Harrisburg;2015;Persons Living Outside This County Five Years Ago;815
Madison County;2015;Persons Living Outside This County Five Years Ago;1601
Orange County;2015;Persons Living Outside This County Five Years Ago;18858
Macon County;2015;Persons Living Outside This County Five Years Ago;1751
Craven County;2015;Population Estimate (BEA per Capita Denominator);103451
Pender County;2015;Population Estimate (BEA per Capita Denominator);57611
Alamance County;2015;Population Estimate (BEA per Capita Denominator);158276
Camden County;2015;Population Estimate (BEA per Capita Denominator);10309
Chowan County;2015;Population Estimate (BEA per Capita Denominator);14394
Macon County;2015;Population Estimate (BEA per Capita Denominator);34201
Vance County;2015;Population Estimate (BEA per Capita Denominator);44568
Burke County;2015;Persons Living Outside This County Five Years Ago;4801
Lewiston Woodville;2015;Persons Living Outside This County Five Years Ago;21
Randolph County;2015;Persons Living Outside This County Five Years Ago;5083
Wadesboro;2015;Persons Living Outside This County Five Years Ago;237
Graham;2015;Persons Living Outside This County Five Years Ago;646
Pitt County;2015;Persons Living Outside This County Five Years Ago;16743
Rhodhiss;2015;Persons Living Outside This County Five Years Ago;44
Earl;2015;Persons Living Outside This County Five Years Ago;4
Whispering Pines;2015;Persons Living Outside This County Five Years Ago;131
Momeyer;2015;Persons Living Outside This County Five Years Ago;3
Gastonia;2015;Persons Living Outside This County Five Years Ago;4317
Vandemere;2015;Persons Living Outside This County Five Years Ago;33
Roxboro;2015;Persons Living Outside This County Five Years Ago;272
Princeton;2015;Persons Living Outside This County Five Years Ago;21
Franklin;2015;Persons Living Outside This County Five Years Ago;237
Lexington;2015;Persons Living Outside This County Five Years Ago;1385
Cooleemee;2015;Persons Living Outside This County Five Years Ago;170
Bolton;2015;Persons Living Outside This County Five Years Ago;43
Faith;2015;Persons Living Outside This County Five Years Ago;8
Erwin;2015;Persons Living Outside This County Five Years Ago;159
Rowan County;2015;Median Value of Owner Occupied Units;128300
Banner Elk;2015;Median Value of Owner Occupied Units;292900
Robeson County;2015;Median Value of Owner Occupied Units;70200
Raleigh;2015;Median Value of Owner Occupied Units;208800
Plymouth;2015;Median Value of Owner Occupied Units;86000
Como;2015;Median Value of Owner Occupied Units;128600
Maysville;2015;Median Value of Owner Occupied Units;93300
Oak Island;2015;Median Value of Owner Occupied Units;256300
St. James;2015;Median Value of Owner Occupied Units;445500
Wallburg;2015;Median Value of Owner Occupied Units;153300
Dillsboro;2015;Median Value of Owner Occupied Units;220000
Hertford County;2015;Population Estimate (BEA per Capita Denominator);24184
Wilson County;2015;Population Estimate (BEA per Capita Denominator);81714
Bertie County;2015;Population Estimate (BEA per Capita Denominator);20199
Montgomery County;2015;Population Estimate (BEA per Capita Denominator);27548
Hertford County;2015;Persons Living Outside This County Five Years Ago;2264
New Hanover County;2015;Persons Living Outside This County Five Years Ago;17917
Warren County;2015;Persons Living Outside This County Five Years Ago;1575
West Jefferson;2015;Persons Living Outside This County Five Years Ago;33
Powellsville;2015;Persons Living Outside This County Five Years Ago;13
Montreat;2015;Persons Living Outside This County Five Years Ago;137
Rutherford College;2015;Persons Living Outside This County Five Years Ago;62
Casar;2015;Persons Living Outside This County Five Years Ago;0
La Grange;2015;Persons Living Outside This County Five Years Ago;105
Old Fort;2015;Persons Living Outside This County Five Years Ago;91
Highlands;2015;Persons Living Outside This County Five Years Ago;118
Huntersville;2015;Persons Living Outside This County Five Years Ago;3162
Taylortown;2015;Persons Living Outside This County Five Years Ago;27
Conway;2015;Persons Living Outside This County Five Years Ago;64
Swansboro;2015;Persons Living Outside This County Five Years Ago;281
Arapahoe;2015;Persons Living Outside This County Five Years Ago;0
Autryville;2015;Persons Living Outside This County Five Years Ago;12
Morrisville;2015;Persons Living Outside This County Five Years Ago;3567
Summerfield;2015;Persons Living Outside This County Five Years Ago;240
Swepsonville;2015;Persons Living Outside This County Five Years Ago;27
Cedar Rock;2015;Persons Living Outside This County Five Years Ago;12
Granville County;2015;Persons Living Outside This County Five Years Ago;4359
Kelford;2015;Persons Living Outside This County Five Years Ago;0
Wallburg;2015;Persons Living Outside This County Five Years Ago;69
Bakersville;2015;Persons Living Outside This County Five Years Ago;6
Rocky Mount;2015;Persons Living Outside This County Five Years Ago;5878
Randleman;2015;Persons Living Outside This County Five Years Ago;0
Seagrove;2015;Persons Living Outside This County Five Years Ago;5
Madison;2015;Persons Living Outside This County Five Years Ago;94
Bryson City;2015;Persons Living Outside This County Five Years Ago;97
Dallas;2015;Persons Living Outside This County Five Years Ago;173
Lowell;2015;Persons Living Outside This County Five Years Ago;49
Ranlo;2015;Persons Living Outside This County Five Years Ago;170
Brunswick;2015;Persons Living Outside This County Five Years Ago;360
Marshville;2015;Persons Living Outside This County Five Years Ago;96
Bladen County;2015;Persons Living Outside This County Five Years Ago;1591
Swain County;2015;Persons Living Outside This County Five Years Ago;630
Calabash;2015;Persons Living Outside This County Five Years Ago;188
Mocksville;2015;Persons Living Outside This County Five Years Ago;356
Clemmons;2015;Persons Living Outside This County Five Years Ago;1034
Flat Rock;2015;Persons Living Outside This County Five Years Ago;153
Oriental;2015;Persons Living Outside This County Five Years Ago;90
Fountain;2015;Persons Living Outside This County Five Years Ago;4
Grifton;2015;Persons Living Outside This County Five Years Ago;74
Ellerbe;2015;Persons Living Outside This County Five Years Ago;13
Granite Quarry;2015;Persons Living Outside This County Five Years Ago;63
Mount Holly;2015;Persons Living Outside This County Five Years Ago;969
Raynham;2015;Persons Living Outside This County Five Years Ago;0
Roper;2015;Persons Living Outside This County Five Years Ago;22
Grantsboro;2015;Persons Living Outside This County Five Years Ago;105
Granville County;2015;Median Value of Owner Occupied Units;142600
Roanoke Rapids;2015;Median Value of Owner Occupied Units;115300
Clyde;2015;Median Value of Owner Occupied Units;135700
Bayboro;2015;Median Value of Owner Occupied Units;68000
Rockingham;2015;Median Value of Owner Occupied Units;101100
Black Creek;2015;Median Value of Owner Occupied Units;82500
Harmony;2015;Median Value of Owner Occupied Units;97800
Smithfield;2015;Median Value of Owner Occupied Units;127100
La Grange;2015;Median Value of Owner Occupied Units;58600
Huntersville;2015;Median Value of Owner Occupied Units;250300
Beaufort County;2015;Median Value of Owner Occupied Units;115100
McDowell County;2015;Median Value of Owner Occupied Units;98400
West Jefferson;2015;Median Value of Owner Occupied Units;162100
Montreat;2015;Median Value of Owner Occupied Units;419200
Johnston County;2015;Median Value of Owner Occupied Units;145500
Martin County;2015;Median Value of Owner Occupied Units;85500
Waynesville;2015;Median Value of Owner Occupied Units;156300
Statesville;2015;Median Value of Owner Occupied Units;131100
Carthage;2015;Median Value of Owner Occupied Units;148200
Creedmoor;2015;Median Value of Owner Occupied Units;150600
Columbus;2015;Median Value of Owner Occupied Units;147000
Valdese;2015;Median Value of Owner Occupied Units;129800
Indian Beach;2015;Median Value of Owner Occupied Units;316700
Morehead City;2015;Median Value of Owner Occupied Units;197900
Knightdale;2015;Median Value of Owner Occupied Units;169600
Marshall;2015;Median Value of Owner Occupied Units;154700
Pine Knoll Shores;2015;Median Value of Owner Occupied Units;375800
Patterson Springs;2015;Persons Living Outside This County Five Years Ago;19
Havelock;2015;Persons Living Outside This County Five Years Ago;4928
Tobaccoville;2015;Persons Living Outside This County Five Years Ago;216
Bessemer City;2015;Persons Living Outside This County Five Years Ago;98
Weldon;2015;Persons Living Outside This County Five Years Ago;98
Fletcher;2015;Persons Living Outside This County Five Years Ago;186
Ramseur;2015;Persons Living Outside This County Five Years Ago;139
Waxhaw;2015;Persons Living Outside This County Five Years Ago;553
Butner;2015;Persons Living Outside This County Five Years Ago;681
Pittsboro;2015;Persons Living Outside This County Five Years Ago;602
Nags Head;2015;Persons Living Outside This County Five Years Ago;296
Lake Santeetlah;2015;Persons Living Outside This County Five Years Ago;8
Wrightsville Beach;2015;Persons Living Outside This County Five Years Ago;194
Jackson;2015;Persons Living Outside This County Five Years Ago;83
Richlands;2015;Persons Living Outside This County Five Years Ago;215
North Carolina;2015;Population Estimate (BEA per Capita Denominator);10042802
Jones County;2015;Population Estimate (BEA per Capita Denominator);10013
Lincoln County;2015;Population Estimate (BEA per Capita Denominator);81035
Craven County;2015;Persons Living Outside This County Five Years Ago;12219
Gates County;2015;Persons Living Outside This County Five Years Ago;415
Wilson County;2015;Persons Living Outside This County Five Years Ago;3992
Windsor;2015;Persons Living Outside This County Five Years Ago;499
Woodfin;2015;Persons Living Outside This County Five Years Ago;814
Warren County;2015;Population Estimate (BEA per Capita Denominator);20155
Davidson County;2015;Population Estimate (BEA per Capita Denominator);164622
Rockingham County;2015;Persons Living Outside This County Five Years Ago;3906
Mitchell County;2015;Persons Living Outside This County Five Years Ago;807
Graham County;2015;Persons Living Outside This County Five Years Ago;391
Person County;2015;Persons Living Outside This County Five Years Ago;1314
Yanceyville;2015;Persons Living Outside This County Five Years Ago;219
Walstonburg;2015;Persons Living Outside This County Five Years Ago;27
Maury;2015;Persons Living Outside This County Five Years Ago;704
Hillsborough;2015;Persons Living Outside This County Five Years Ago;601
Watha;2015;Persons Living Outside This County Five Years Ago;24
Tryon;2015;Persons Living Outside This County Five Years Ago;88
Pollocksville;2015;Persons Living Outside This County Five Years Ago;15
Fair Bluff;2015;Persons Living Outside This County Five Years Ago;14
Manteo;2015;Persons Living Outside This County Five Years Ago;95
Hamlet;2015;Persons Living Outside This County Five Years Ago;110
Pine Level;2015;Persons Living Outside This County Five Years Ago;108
Stanfield;2015;Persons Living Outside This County Five Years Ago;109
Ossipee;2015;Median Value of Owner Occupied Units;113000
Boardman;2015;Median Value of Owner Occupied Units;65000
Rutherford County;2015;Median Value of Owner Occupied Units;106600
Havelock;2015;Median Value of Owner Occupied Units;142000
Hobgood;2015;Median Value of Owner Occupied Units;55000
Lillington;2015;Median Value of Owner Occupied Units;117000
Whispering Pines;2015;Median Value of Owner Occupied Units;279600
Rural Hall;2015;Median Value of Owner Occupied Units;130300
Franklinton;2015;Median Value of Owner Occupied Units;101000
Shelby;2015;Median Value of Owner Occupied Units;115800
Mesic;2015;Median Value of Owner Occupied Units;142500
Bethel;2015;Median Value of Owner Occupied Units;82500
Simpson;2015;Median Value of Owner Occupied Units;147700
Winterville;2015;Median Value of Owner Occupied Units;160200
Asheboro;2015;Median Value of Owner Occupied Units;109900
Conover;2015;Median Value of Owner Occupied Units;141000
Elon College;2015;Median Value of Owner Occupied Units;217600
Dover;2015;Median Value of Owner Occupied Units;71600
Kill Devil Hills;2015;Median Value of Owner Occupied Units;240600
Belville;2015;Median Value of Owner Occupied Units;177100
Drexel;2015;Median Value of Owner Occupied Units;109400
Lawndale;2015;Median Value of Owner Occupied Units;81900
Linden;2015;Median Value of Owner Occupied Units;110400
McAdenville;2015;Median Value of Owner Occupied Units;147900
Currituck County;2015;Population Estimate (BEA per Capita Denominator);25263
Green Level;2015;Persons Living Outside This County Five Years Ago;102
Polkville;2015;Persons Living Outside This County Five Years Ago;0
Kenansville;2015;Persons Living Outside This County Five Years Ago;109
Whitakers;2015;Persons Living Outside This County Five Years Ago;28
Falkland;2015;Persons Living Outside This County Five Years Ago;0
Cleveland;2015;Persons Living Outside This County Five Years Ago;30
Beech Mountain;2015;Persons Living Outside This County Five Years Ago;48
Edenton;2015;Persons Living Outside This County Five Years Ago;387
McAdenville;2015;Persons Living Outside This County Five Years Ago;13
Mars Hill;2015;Persons Living Outside This County Five Years Ago;519
Troy;2015;Persons Living Outside This County Five Years Ago;451
Ellenboro;2015;Persons Living Outside This County Five Years Ago;16
Salemburg;2015;Persons Living Outside This County Five Years Ago;17
China Grove;2015;Median Value of Owner Occupied Units;104700
Ruth;2015;Median Value of Owner Occupied Units;89100
Newton Grove;2015;Median Value of Owner Occupied Units;124300
Walnut Cove;2015;Median Value of Owner Occupied Units;127700
Marshville;2015;Median Value of Owner Occupied Units;98400
Cabarrus County;2015;Median Value of Owner Occupied Units;167100
Stedman;2015;Median Value of Owner Occupied Units;148400
Lexington;2015;Median Value of Owner Occupied Units;103300
Hendersonville;2015;Median Value of Owner Occupied Units;165600
Gastonia;2015;Median Value of Owner Occupied Units;137900
Robbinsville;2015;Median Value of Owner Occupied Units;50900
Atlantic Beach;2015;Median Value of Owner Occupied Units;296300
Falcon;2015;Median Value of Owner Occupied Units;114700
Lansing;2015;Median Value of Owner Occupied Units;122900
Cleveland;2015;Median Value of Owner Occupied Units;137500
Forest City;2015;Median Value of Owner Occupied Units;89500
Spindale;2015;Median Value of Owner Occupied Units;90000
Bogue;2015;Median Value of Owner Occupied Units;187500
Elkin;2015;Median Value of Owner Occupied Units;114300
Kenansville;2015;Median Value of Owner Occupied Units;120700
Beaufort County;2015;Population Estimate (BEA per Capita Denominator);47651
Brunswick County;2015;Population Estimate (BEA per Capita Denominator);122765
Cleveland County;2015;Population Estimate (BEA per Capita Denominator);96879
Carteret County;2015;Persons Living Outside This County Five Years Ago;4483
Atlantic;2015;Persons Living Outside This County Five Years Ago;13
Red Cross;2015;Median Value of Owner Occupied Units;137900
Green Level;2015;Median Value of Owner Occupied Units;71000
Peachland;2015;Median Value of Owner Occupied Units;83800
Clayton;2015;Median Value of Owner Occupied Units;157900
Gaston;2015;Median Value of Owner Occupied Units;57800
Severn;2015;Median Value of Owner Occupied Units;124100
Lilesville;2015;Median Value of Owner Occupied Units;80700
Cleveland County;2015;Persons Living Outside This County Five Years Ago;3443
Pender County;2015;Persons Living Outside This County Five Years Ago;5378
McFarlan;2015;Persons Living Outside This County Five Years Ago;2
Shallotte;2015;Persons Living Outside This County Five Years Ago;268
Hobgood;2015;Persons Living Outside This County Five Years Ago;1
Creswell;2015;Persons Living Outside This County Five Years Ago;0
Boonville;2015;Persons Living Outside This County Five Years Ago;35
Tarboro;2015;Persons Living Outside This County Five Years Ago;4
Dillsboro;2015;Persons Living Outside This County Five Years Ago;5
Kinston;2015;Persons Living Outside This County Five Years Ago;1254
McDowell County;2015;Population Estimate (BEA per Capita Denominator);44989
New Hanover County;2015;Population Estimate (BEA per Capita Denominator);220358
Randolph County;2015;Population Estimate (BEA per Capita Denominator);142799
Moore County;2015;Persons Living Outside This County Five Years Ago;4882
Glen Alpine;2015;Persons Living Outside This County Five Years Ago;28
Union County;2015;Population Estimate (BEA per Capita Denominator);222742
Avery County;2015;Population Estimate (BEA per Capita Denominator);17689
Iredell County;2015;Population Estimate (BEA per Capita Denominator);169866
Stokes County;2015;Population Estimate (BEA per Capita Denominator);46351
Wayne County;2015;Population Estimate (BEA per Capita Denominator);124132
Hoke County;2015;Population Estimate (BEA per Capita Denominator);52671
Pamlico County;2015;Population Estimate (BEA per Capita Denominator);12781
Lansing;2015;Persons Living Outside This County Five Years Ago;20
Pasquotank County;2015;Persons Living Outside This County Five Years Ago;2834
Columbus County;2015;Persons Living Outside This County Five Years Ago;3422
Greene County;2015;Persons Living Outside This County Five Years Ago;2391
Dublin;2015;Persons Living Outside This County Five Years Ago;18
Andrews;2015;Persons Living Outside This County Five Years Ago;94
Centerville;2015;Persons Living Outside This County Five Years Ago;0
Minnesott Beach;2015;Persons Living Outside This County Five Years Ago;23
Dobbins Heights;2015;Persons Living Outside This County Five Years Ago;19
Franklinville;2015;Persons Living Outside This County Five Years Ago;46
Severn;2015;Persons Living Outside This County Five Years Ago;0
Falcon;2015;Persons Living Outside This County Five Years Ago;19
St. Pauls;2015;Persons Living Outside This County Five Years Ago;38
Garland;2015;Persons Living Outside This County Five Years Ago;126
Kittrell;2015;Persons Living Outside This County Five Years Ago;31
Indian Trail;2015;Persons Living Outside This County Five Years Ago;2931
New London;2015;Persons Living Outside This County Five Years Ago;22
Locust;2015;Persons Living Outside This County Five Years Ago;231
